Trip Code,Data entry,Boat name,Observer name,Captain name,Vessel capacity,Vessel length,Lugar de zarpe,. crew,. de matricula,Motor HP,Fecha de zarpe,hora de zarpe,Sistema,Objective species,Objective species 2,Objective species 3,fecha de llegada,hora de llegada,Puerto de llegada,Bait type 1,Bait type 2,Bait type 3,Bait state 1,Bait state 2,Bait state 3,. hooks,Corcho distance,"corcho distance, m or b",hook tipo y tamano,Mainline length,Mainline length units,Mainline material,Mainline thickness,hook depth (branchline length),Branchline material,Branchline thickness,"hook depth, m or b",hook - distance betwen,hook distance units,Use weight,Weight amount,Weigth to hook distance,linea madre/net depth,Net depth category,. panes,Pane 1 .,Net 1 type,Pane size - Length,Pane size - Depth,Pane size - Units,Mesh size,Mesh size - Units,Net depth,Net depth - Units,Pane 2 .,Net 2 type,Pane 2 length,Pane 2 depth,Pane 2 units,Pane 2 water depth,Pane 2 water depth - Units,Pane 2 mesh size,Pane 2 mesh size - units,Pane 3 .,Net 3 type,Pane 3 length,Pane 3 depth,Pane 3 units,Pane 3 water depth,Pane 3 water depth - Units,Pane 3 mesh size,Pane 3 mesh size - units,Mixed - type,Mixed- depth category,mixed - . panes,mixed - pane 1 - length,mixed - pane 1 - height,mixed - pane 1 units,mixed - pane 2 - length,mixed - pane 2 - height,mixed - pane 2 units,mixed - pane 1 mesh size,mixed - pane 1 mesh units,mixed - pane 2 mesh size,mixed - pane 2 mesh units,PS - number floats,PS - distance between floats FROM,PS - distance between floats TO,PS - number leads,PS - distance between leads FROM,PS - distance between leads TO,PS - boliche length,PS - boliche height,PS - material relinga superior,PS - grosor relinga superior,PS - material relinga inferior,PS - grosor relinga inferior,PS - mesh size,PS - ring diameter,Capture species 1,Capture species 2,Capture species 3,Capture species 4,Capture species 5,Capture species 6,Capture species 7,Quantity 1,Quantity 2,Quantity 3,Quantity 4,Quantity 5,Quantity 6,Quantity 7,Quantity Units 1,Quantity Units 2,Quantity Units 3,Quantity Units 4,Quantity Units 5,Quantity Units 6,Quantity Units 7,Cost of operation,Estimada ganacia,Comments
1323,COA,Yorliana Yisary,MQH,MQH,,,Salaverry,4,,,5/16/15,1/0/00,manual,Raya,,,5/21/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,16,16,Menudo/Multifilament,100,12,b,14,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,,,,,,,1000,,,,,,,k,,,,,,,1800,2000,
1324,COA,Yorliana Yesary,MQH,MQH,,,Salaverry,4,,,6/2/15,1/0/00,manual,Tiburon,Raya,,6/12/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,15,16,Menudo/Multifilament,100,12,b,14,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martilo,diamante,azules,manta ray,,,,700,38,220,1300,,,,k,k,k,k,,,,4500,4300,
1325,COA,Yorliana Yesary,MQH,MQH,,,Salaverry,4,,,5/21/15,1/0/00,manual,Tiburon,manta,,5/31/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,,Superficial,30,15,Menudo/Multifilament,60,5,b,4,p,,,15,Menudo/Multifilament,100,12,b,0,,14,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo,manta,,,,,,1300,1000,,,,,,k,k,,,,,,4000,10000,se uso 15 panos de boniteras
1326,COA,Dcautivo,FBR,Chaval,,,Mancora,4,25-19746-BM,,4/29/15,1/0/00,manual,Mantaraya,Atun,,5/4/15,1/0/00,Zorritos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,20,20,Menudo/Multifilament,30,7,b,7,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atun,Perico,Pavita pi_a,Barrilete,,,,54,1,31,1,,,,k,k,k,k,,,,600,200,"En la ficha de viajes, LUGAR figura como Mancora pero realmente fue Zorritos, el access no aceptaba esa entrada por eso cambie por Mancora"
1327,COA,Sol Brillante,FBR,,,,Mancora,4,,,5/6/15,1/0/00,manual,Tiburon,manta,atun,5/9/15,1/0/00,Zorritos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,18,18,Menudo/Multifilament,30,7,b,7,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atun,barrilete,barracuda,mobula,,,,22,2,1,1,,,,i,i,i,i,,,,400,100,"En la ficha de viajes, LUGAR figura como Mancora pero realmente fue Zorritos, el access no aceptaba esa entrada por eso cambie por Mancora"
1328,COA,Teresa de Jesus,RBH,Raul,,,Salaverry,4,SY-42507-BM,,5/29/15,1/0/00,manual,Tollo,,,10/5/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,33,33,Menudo/Multifilament,45,7.5,b,8,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,azul,,,,,,1315,17,,,,,,k,k,,,,,,3950,7250,
1329,COA,Senor de la divina misericordia,DBP,,,,Mancora,5,Z5-21258-BM,,3/6/15,1/0/00,manual,Atun,,,8/6/15,1/0/00,Zorritos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,25,25,Clara/Monofilament,5,8,b,7,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atun,perico,manta,martillo,vela,aguja,barracuda,258,40,102,1,10,120,5,k,k,k,I,k,k,I,1000,3500,"caballa 21kg
pota 25kg
peje 40 in
doncella 33 in03
pollito 3 in"
1330,COA,Maria Elizabeth,JMF,JMF,,,San Jose,4,PL-25920-BM,,10/6/15,1/0/00,manual,Tiburon,Raya,,6/16/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,39,39,Clara/Monofilament,35,5,b,9,p,,,39,Clara/Monofilament,35,5,b,0,,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo,raya,,,,,,113,297,,,,,,k,k,,,,,,1190,1390,
1331,Penny Pascoe,Maria Elizabeth,JMF,,,,San Jose,4,PL-25920-BM,,5/28/15,1/0/00,manual,Martillo,,,6/3/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,39,39,Menudo/Multifilament,35,5,B,9,P,0,B,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martillo,Mantequero,Mobula,Dimante,,,,400,35,50,19,,,,K,K,K,K,,,,1870,3200,
1332,Penny Pascoe,Jesus en ti confio,J.Rusbert F. G,,,,Bayovar,3,PL-38485-BM,,2/6/15,1/0/00,manual,Tollo mama,,,10/6/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,54,24,Menudo/Multifilament,27,5,b,5710,p,,,30,Menudo/Multifilament,30,57,b,0,,5710,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya aguila,tollo cruz,caballa,bonito,,,,200,120,30,30,,,,k,k,k,k,,,,700,500,
1333,Penny Pascoe,Jesus Enti Confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,3,PL-38485-BM,,5/6/15,1/0/00,manual,tollo cruz,,,5/12/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,30,Multifilament,30,5,b,7,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tollo cruz,Nato,Raya,Verrugata,Caballa,,,150,30,40,7,50,,,k,k,k,k,k,,,900,1100,
1334,COA,Maria Elizabeth,JMF,JMF,,,San Jose,4,PL-25920-BM,,5/16/15,1/0/00,manual,Raya,,,5/24/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,39,39,,35,5,b,9,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,mantequero,,,,,,540,13,,,,,,k,k,,,,,,2800,1980,
1336,COA,Almirante Guise 5,JQ y SQ,,,,,3,,,6/9/15,1/0/00,manual,Tiburon,raya,,6/12/15,,San Andres,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,14,14,Multifilament,60,12,b,10,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martillo,raya aguila,Muselus whitneyi,,,,,18,89,1,,,,,i,i,i,,,,,,,"Se utilizaron dos largo de pa_o de 40 y 80 Bz, dos alto de pa_o 10 y 13 br y el largo de cocada fue: 4 redes de 10p, 4 de 11, 4 de 12 y 4 de 13
Lugar de Zarpe San Andres"
1337,COA,Luis Alberto,NAP,,,,Mancora,5,TA-3082 BM,,6/23/15,1/0/00,mechanico,Tiburon,,,6/27/15,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,0,Multifilament,60,,b,7,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARTILLO,DIAMANTE,ATUN,BARRILETE,,,,6,1,52,13,,,,i,i,i,i,,,,2200,,
1338,COA,Pachin,PPA,PPA,,,Chorillos,6,,,6/14/15,1/0/00,manual,Tiburon,"espada, vela, perico",,6/28/15,1/0/00,Chorrillos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,58,32,Multifilament,90,6.5,b,9,p,,,12,Menudo/Multifilament,80,26,,0,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merlin,espada,vela,perico,martillo,azul,diamante,1900,350,100,220,40,100,80,k,k,k,k,k,k,k,5500,8000,zorro 90k
1339,COA,Don Nico,EBH,,,,Salaverry,4,SY-0311-BM,,6/3/15,1/0/00,manual,Tiburon,,,6/11/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,24,Multifilament,58,7.5,b,,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,,,,,,,1200,,,,,,,k,,,,,,,2350,3000,
1340,APP,Yorliana Yisary,MQH,MQH,,,Salaverry,4,,,6/18/15,1/0/00,manual,cruzeta,,,6/27/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,15,15,Multifilament,60,8,b,8,p,8,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cruzeta,,,,,,,,,,,,,,,,,,,,,6500,14000,
1341,APP,teresa de jesus,RBH,RBH,,,Salaverry,4,Sy-42507-BM,,6/18/15,1/0/00,manual,martillo,,,6/27/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,32,32,Multifilament,45,7.5,b,8,p,7.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,,,,,,,587,,,,,,,k,,,,,,,3890,500,
1342,AyS,Mensajero de paz,Ronald Fiestas,Ronald Fiestas,,,San Jose,6,PL-34932-BM,,6/10/15,1/0/00,manual,Raya,,,6/15/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,40,40,Multifilament,32,3,b,4.5,p,5.599999905,b,33,Clara/Monofilament,32,5,b,6,b,10,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,martillo,,,,,,36,8,,,,,,i,i,,,,,,1000,0,
1343,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,3,PL-38485-BM,,6/16/15,1/0/00,manual,Raya,,,6/26/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,26,26,Multifilament,30,5,b,10,p,10,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya aguila,martillo,tollo gato,bonito,caballa,,,200,30,70,20,30,,,k,k,k,k,k,,,900,1100,
1344,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,4,PL-25920-BM,,6/23/15,1/0/00,manual,Raya,,,6/27/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,39,39,Multifilament,35,5,b,9,p,3.299999952,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,martillo,,,,,,480,2.599999905,,,,,,k,k,,,,,,1000,600,
1345,AyS,Mensajero de paz,Ronald Fiestas,Ronald Fiestas,,,San Jose,6,PL-34932-BM,,6/23/15,1/0/00,manual,Raya,,,6/29/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,33,33,Multifilament,32,5,b,10,p,14.75,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,batea,guitarra,martillo,angelote,t. mantequero,,120,3,1,4,2,12,,i,i,i,i,i,i,,1500,2000,
1346,AyS,Senor de la divina misericordia,Max Espinoza,Brady Tomapasca,,,,5,ZS-21258-BM,,6/23/15,1/0/00,manual,atun,aguja,,6/28/15,1/0/00,Zorritos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,24,Multifilament,50,8,b,4,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,atun,bonito,,,,,10,60,30,,,,,i,i,i,,,,,1000,0,
1347,APP,Yorliana Yisaary,MQH,MQH,,,Salaverry,4,,,7/5/15,1/0/00,manual,cruzeta,manta,,7/16/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,30,Multifilament,60,8,b,8,p,8,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cruzeta,manta,,,,,,650,1200,,,,,,k,k,,,,,,7000,3000,se avisataron bastantes cachalotes y jorobadas
1348,APP,Pachin,PPA,PPA,,,Chorillos,6,,,7/7/15,1/0/00,manual,Tiburon,,,7/26/15,1/0/00,Chorrillos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,32,20,Multifilament,90,6.5,b,9,p,,,12,Menudo/Multifilament,80,26,b,0,,18,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,espada,perico,diamante,azul,cacho,zorro,,170,400,80,20,230,90,,k,k,k,k,k,k,,6500,,
1349,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,4,PL-38485-BM,,7/4/15,1/0/00,manual,raya aguila,,,7/11/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,30,27,Multifilament,30,5,b,9,p,,,30,Multifilament,30,5,b,,,10,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya peruana,martillo,rara,,,,,350,400,50,,,,,k,k,k,,,,,1100,5500,
1350,AyS,Mensajero de Paz,Ronald Fiestas,Ronald Fiestas,,,San Jose,6,PL-34932-BM,,7/6/15,1/0/00,manual,Raya,Mantequero,,7/11/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,35,35,Multifilament,32,5,b,10,p,3.799999952,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mantequero,martillo,raya,bonito,caballa,,,3,86,17,3,100,,,I,I,I,I,I,,,1200,2300,
1351,APP,Teresa de jesus,RBH,RBH,,,Salaverry,4,SY-42507-BM,,7/21/15,1/0/00,manual,Tiburon,,,7/31/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,14,Multifilament,45,7.5,b,8,p,,,16,Multifilament,45,8,b,0,,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,azul,raya,vidrio,manta,,,470,97,488,15,21,,,k,k,k,k,k,,,4150,3220,"profundidad: 16 pa_os, se altern„ la posicion de estas redes."
1352,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,4,PL-25920-BM,,7/6/15,1/0/00,manual,Raya,,,7/13/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,39,39,Multifilament,35,5,b,9,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marttillo,diamante,azul,,,,,200,20,25,,,,,k,k,k,,,,,1500,900,
1353,AyS,Cholo justo,Jose Miguel Angel Fiestas,Jose Miguel Angel Fiestas,,,Bayovar,4,PL-23582-BM,,7/18/15,1/0/00,manual,Raya,gata,,7/24/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,30,30,Multifilament,30,5,b,12,p,27,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,gata,t. mantequero,guitarra,,,,200,150,100,80,,,,k,k,k,k,,,,900,800,
1354,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,Bayovar,4,PL-25920,,7/21/15,1/0/00,manual,Raya,,,7/28/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,39,39,Multifilament,35,5,b,9,p,8.600000381,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,t. mama,angelote,martillo,,,,300,3,18,20,,,,k,k,k,k,,,,1200,600,
1355,AyS,Cholo Justo,Jose Miguel Angel Fiestas,Jose Miguel Angel Fiestas,,,Bayovar,4,PL-23582-BM,,7/25/15,1/0/00,manual,Raya,gata,,7/29/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,30,30,Multifilament,30,5,b,12,p,22.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,t. mantequero,guitarra,gata,,,,500,120,150,50,,,,k,k,k,k,,,,1100,1800,
1356,AyS,Mensajero de paz,Ronald Fiestas,Ronald Fiestas,,,San Jose,6,PL-34932-BM,,7/25/15,1/0/00,manual,martillo,,,7/30/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,40,38,Multifilament,32,5,b,10,p,21,b,40,Multifilament,32,3,b,21,b,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,tollo mama,gata,bonito,cojinova,,,3,5,1,111,1,,,i,i,i,i,i,,,1200,800,
1357,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,4,PL-38485-BM,,7/25/15,1/0/00,manual,Raya,martillo,,8/2/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,28,28,Multifilament,30,5,b,9,p,4.199999809,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,t. mantequero,angelote,martillo,pampano,,,40,30,7,30,25,,,k,k,k,k,k,,,900,600,
1358,APP,Pachin,PPA,PPA,,,Chorillos,6,,,8/2/15,1/0/00,manual,Tiburon,perico,vela,8/21/15,1/0/00,Chorrillos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,10,Monofilament,100,5,b,7,p,5,b,20,Multifilament,100,6,b,6,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,martillo,vela,azul,,,,400,400,120,130,,,,k,k,k,k,,,,4500,2500,
1359,APP,teresa de jesus,RBH,RBH,,,Salaverry,4,Sy-42507-BM,,8/8/15,1/0/00,manual,Tiburon,rayas,,8/18/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Mixto,30,14,Multifilament,45,7.5,b,8,p,,,16,Multifilament,45,8,b,0,,3,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,vidrio,cazon,raya,azul,,,108.5,90,25,60,32,,,i,i,i,i,i,,,3250,,"profundidad: 16 pa_os, se altern„ la posicion de estas redes a profunidad de 3 brazadas"
1360,AyS,Cholo Justo,Jose Miguel Angel,Jose Miguel Angel,,,Bayovar,5,PL-23582-BM,,8/6/15,1/0/00,manual,Raya,,,8/13/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,50,28,Multifilament,30,5,b,10,p,30,b,50,Multifilament,30,5,b,0,,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya aguila,congrio,guitarra,cojinova,cachema,tollo mama,angelota,300,25,30,2,20,4,1,k,k,k,I,I,I,I,1100,450,
1361,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,4,PL-25920-BM,,8/6/15,1/0/00,Manual,martillo,,,8/14/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,54,39,Multifilament,35,5,b,9,p,0,m,54,Multifilament,35,5,b,19,b,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mamita,gat,chileno,cruceta,angelote,,,250,50,15,8,10,,,k,k,k,k,k,,,1800,700,
1362,AyS,Mensajero de Paz,Ronald Fiestas,Ronald Fiestas,,,San Jose,6,PL-349325-BM,,8/7/15,1/0/00,manual,tollo mama,,,8/14/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,40,40,Multifilament,32,3,b,4.5,p,20.70000076,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo mama,bonito,pampano,cabrilla,cojinova,,,393,2,5,5,1,,,i,i,i,i,i,,,1200,1800,
1363,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,Bayovar,3,PL-38485-BM,,8/9/15,1/0/00,manual,Raya,angelote,,8/17/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,34,19,Multifilament,30,5,b,9,p,,,15,Multifilament,30,5,b,0,,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angelote,raya aguila,mamita,gato,martillo,pampano,,200,70,30,35,15,15,,k,k,k,k,k,k,,1200,1800,
1364,AyS,Inmaculada Concepcion,Diego Benites,Brady Tomapasca,,,Zorritos,5,PT-3489-BM,,8/15/15,1/0/00,manual,tuno,,,8/20/15,1/0/00,Zorritos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,27,27,Multifilament,50,6,b,7,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,mobulo japanica,aguja,tuno,,,,5,9,1,10,,,,i,i,i,i,,,,1000,1924,
1365,AyS,Cholo justo,Jose Miguel Angel Fiestas,Jose Miguel Angel Fiestas,,,San Jose,4,PL-23582-BM,,8/14/15,1/0/00,manual,Guitarra,raya,angelote,8/19/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,28,28,Multifilament,30,5,b,12,p,23,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,angelote,tollo mama,batea,,,,70,12,5,1,,,,k,k,I,I,,,,800,0,
1366,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,4,PL-25920-BM,,8/17/15,1/0/00,manual,tollo mama,,,8/24/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,54,39,Multifilament,35,5,b,9,p,19.5,b,54,Multifilament,35,3,b,20,b,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo mama,tollo chileno,t. mantequero,raya,batea,caballa,lenguado,13,70,15,120,280,180,10,k,k,k,k,k,k,k,1200,2000,
1367,AyS,Mensajero de paz,Ronal Fiestas,Ronald Fiestas,,,San Jose,6,PL-34932-BM,,8/17/15,1/0/00,manual,tollo mama,,,8/26/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,40,38,Multifilament,32,5,b,10,p,33,b,40,Multifilament,32,3,b,33,b,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo chileno,tollo mama,raya,angelotas,cojinova,bonito,,3,9,5,167,18,3,,i,i,i,i,i,i,,1200,1500,
1368,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,3,PL-38485-BM,,8/20/15,1/0/00,manual,tollo mama,raya,,8/30/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,30,27,Multifilament,30,5,b,9,p,10,b,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo rara,guitarra,raya,angelota,gata,pampano,cachema,120,12,400,15,17,12,12,k,k,k,k,k,k,k,1400,3500,
1369,AyS,Cholo justo,Jose Miguel Angel Fiestas,Jose Miguel Angel Fiestas,,,Bayovar,4,PL-23582-BM,,8/27/15,1/0/00,manual,tollo mama,raya,martillo,9/3/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,,Fondo,26,26,Multifilament,30,5,b,11,p,51.59999847,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo mama,raya,t. mantequero,tollo chileno,gata,,,22,900,25,33,16,,,k,k,k,k,k,,,1800,1500,
1370,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,4,PL-25920-BM,,8/27/15,1/0/00,manual,tollo rara,,,9/5/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,79,39,Multifilament,35,5,b,9,p,,,40,Multifilament,35,3,b,0,,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo mama,guitarra,tollo rara,gata,martillo,raya,angelote,780,15,64,2,19.5,81,50,k,k,k,k,k,k,k,1980,5680,
1371,APP,Yorlana Yisari,FCZ,MQH,,,Salaverry,5,TA-40594-BM,,8/24/15,1/0/00,manual,Pota,,,9/11/15,1/0/00,Salaverry,,,,,,,1000,,,,,,,,,,,b,,,,,,Superficial,,30,30,,60,,m,,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,mobula,perico,,,,105,6,1,63,,,,k,k,k,k,,,,10000,,"1000 anzuelos. Acerados 250 (pico de loro) Nç0. normal (tipo j): 750 (anzuelos normal j) Nç1.
- se regreso a puerto el dia 26 de agosto a la 1: 20 pm orque el motor estaba fallando, se arreglo y volvio a zapar ese mismo dia a las 7:18pm"
1372,APP,Hyrkis,JCC,Edwin,,,Salaverry,4,TA-29072-BM,,9/12/15,1/0/00,manual,Tiburon,raya,,9/20/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,34,34,Monofilament,60,8,b,7.5,p,8,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,raya aguila,mobula japanica,mantequero,vidrio,azul,zorro,35,593,30,58,75,50,22,k,k,k,k,k,k,k,2200,3400,
